Latitude,Longitude,Elevation
118.7016008764,31.8827855649,14.841183968250883
118.7016008764,31.8832376071,10.567837315443901
118.7016008764,31.8836896493,7.8563783689451885
118.7016008764,31.8841416915,6.875751641068812
118.7016008764,31.8845937337,6.543859878270279
118.7016008764,31.8850457759,6.41118952022293
118.7016008764,31.8854978181,6.247600952841176
118.7016008764,31.8859498603,6.044434502584846
118.7016008764,31.8864019024,5.80706982804546
118.7016008764,31.8868539446,5.551563034903734
118.7016008764,31.8873059868,5.299311470825764
118.7016008764,31.887758029,5.072399601165499
118.7016008764,31.8882100712,4.890394540064502
118.7016008764,31.8886621134,4.7677211293110595
118.7016008764,31.8891141556,4.711029317033586
118.7016008764,31.8895661978,4.717173866279952
118.7016008764,31.89001824,4.773310650903507
118.7016008764,31.8904702821,4.8599273902509
118.7016008764,31.8909223243,4.956103516330075
118.7016008764,31.8913743665,5.044977042430101
118.7016008764,31.8918264087,5.117328895568837
118.7016008764,31.8922784509,5.172058680917207
118.7016008764,31.8927304931,5.213594975326194
118.7016008764,31.8931825353,5.247432710101238
118.7016008764,31.8936345775,5.27577440296135
118.7016008764,31.8940866197,5.295311810405762
118.7016008764,31.8945386618,5.298160869207316
118.7016008764,31.894990704,5.275342996105676
118.7016008764,31.8954427462,5.220912037171512
118.7016008764,31.8958947884,5.134780521942073
118.7016008764,31.8963468306,5.0232379597451935
118.7016008764,31.8967988728,4.897348063832208
118.7016008764,31.897250915,4.770131350229489
118.7016008764,31.8977029572,4.6536291902700855
118.7016008764,31.8981549994,4.556744503892789
118.7016008764,31.8986070415,4.484302270307398
118.7016008764,31.8990590837,4.43721618352238
118.7016008764,31.8995111259,4.413246368212888
118.7016008764,31.8999631681,4.407847372171705
118.7016008764,31.9004152103,4.414961096456073
118.7016008764,31.9008672525,4.427970862526603
118.7016008764,31.9013192947,4.441065396378055
118.7016008764,31.9017713369,4.450960735258722
118.7016008764,31.9022233791,4.458535173662454
118.7016008764,31.9026754212,4.469688602451615
118.7016008764,31.9031274634,4.494741105118495
118.7016008764,31.9035795056,4.545997777409478
118.7016008764,31.9040315478,4.633788749912738
118.7016008764,31.90448359,4.762201454869942
118.7016008764,31.9049356322,4.926301742145667
118.7016008764,31.9053876744,5.112336968706066
118.7016008764,31.9058397166,5.301198598475067
118.7016008764,31.9062917588,5.474026056673716
118.7016008764,31.9067438009,5.617989486326578
118.7016008764,31.9071958431,5.7302716046908735
118.7016008764,31.9076478853,5.818883165702763
118.7016008764,31.9080999275,5.899997512415707
118.7016008764,31.9085519697,5.992783177083904
118.7016008764,31.9090040119,6.11369819829246
118.7016008764,31.9094560541,6.272333337777098
118.7016008764,31.9099080963,6.67859239393064
118.7016008764,31.9103601385,7.751029016310499
118.7016008764,31.9108121806,10.753596859856824
118.7016008764,31.9112642228,15.293492314108496
118.7016008764,31.911716265,20.54444262960796
118.7016008764,31.9121683072,23.97911337048302
118.7016008764,31.9126203494,25.753232065978825
118.7016008764,31.9130723916,26.241298652631123
118.7016008764,31.9135244338,26.67113516425074
118.7016008764,31.913976476,27.036451317575345
118.7016008764,31.9144285182,27.333349886259377
118.7016008764,31.9148805603,27.561960986921875
118.7016008764,31.9153326025,27.728596669755436
118.7016008764,31.9157846447,27.84646752312397
118.7016008764,31.9162366869,27.93314743387642
118.7016008764,31.9166887291,28.005531252809824
118.7016008764,31.9171407713,28.075024536507623
118.7016008764,31.9175928135,28.146017702861997
118.7016008764,31.9180448557,28.217902303537475
118.7016008764,31.9184968979,28.28868722271205
118.7016008764,31.91894894,28.357554235750527
118.7016008764,31.9194009822,28.42555645325349
118.7016008764,31.9198530244,28.495034600266294
118.7016008764,31.9203050666,28.568874266943574
118.7016008764,31.9207571088,28.64997598521849
118.7016008764,31.921209151,28.74094499429181
118.7016008764,31.9216611932,28.84392191706095
118.7016008764,31.9221132354,28.960637309765325
118.7016008764,31.9225652776,29.09263514244387
118.7016008764,31.9230173197,29.24138918657977
118.7016008764,31.9234693619,29.407924910064523
118.7016008764,31.9239214041,29.59169800341499
118.7016008764,31.9243734463,29.788838900590786
118.7016008764,31.9248254885,29.99042396323225
118.7016008764,31.9252775307,30.0
118.7016008764,31.9257295729,30.0
118.7016008764,31.9261816151,30.0
118.7016008764,31.9266336573,30.0
118.7016008764,31.9270856994,30.0
118.7016008764,31.9275377416,30.0
118.7016008764,31.9279897838,30.0
118.7016008764,31.928441826,30.0
118.7016008764,31.9288938682,29.866117225924622
118.7016008764,31.9293459104,29.635599693241765
118.7016008764,31.9297979526,29.400904246463124
118.7016008764,31.9302499948,29.171542474411492
118.7016008764,31.930702037,28.95600124026008
118.7016008764,31.9311540791,28.76221805056143
118.7016008764,31.9316061213,28.597180309791263
118.7016008764,31.9320581635,28.465613493656026
118.7016008764,31.9325102057,28.368164178638615
118.7016008764,31.9329622479,28.29972623914622
118.7016008764,31.9334142901,28.24877821168652
118.7016008764,31.9338663323,28.19889457967565
118.7016008764,31.9343183745,28.133318521288903
118.7016008764,31.9347704167,28.042035625572968
118.7016008764,31.9352224588,27.928376767991626
118.7016008764,31.935674501,27.810834972913355
118.7016008764,31.9361265432,27.717300276957165
118.7016008764,31.9365785854,27.673233361236573
118.7016008764,31.9370306276,27.68931311815661
118.7016008764,31.9374826698,27.75459556317098
118.7016008764,31.937934712,27.837657204039534
118.7016008764,31.9383867542,27.893701258491106
118.7016008764,31.9388387964,27.87388773376674
118.7016008764,31.9392908385,27.734765405792494
118.7016008764,31.9397428807,27.44777767922183
118.7016008764,31.9401949229,26.809588099878415
118.7016008764,31.9406469651,25.444723705105122
118.7016008764,31.9410990073,23.424004222406353
118.7016008764,31.9415510495,21.224685633848786
118.7016008764,31.9420030917,19.096164392861493
118.7016008764,31.9424551339,17.051911286545
118.7016008764,31.9429071761,14.883944531998269
118.7016008764,31.9433592182,13.407489610585003
118.7016008764,31.9438112604,12.181249332624581
118.7016008764,31.9442633026,10.978211046515808
118.7016008764,31.9447153448,9.170709169886258
118.7016008764,31.945167387,7.597096688110777
118.7016008764,31.9456194292,6.681387878796217
118.7016008764,31.9460714714,6.430045146251574
118.7016008764,31.9465235136,6.4318335855453235
118.7016008764,31.9469755558,6.683982063166557
118.7016008764,31.9474275979,7.1746561320973825
118.7016008764,31.9478796401,7.883194046811669
118.7016008764,31.9483316823,8.371138986093523
118.7016008764,31.9487837245,8.618104100739364
118.7016008764,31.9492357667,8.406431548196089
118.7016008764,31.9496878089,7.941450846985646
118.7016008764,31.9501398511,7.223827026539599
118.7016008764,31.9505918933,6.6651056375059
118.7016008764,31.9510439355,6.260820442443031
118.7016008764,31.9514959776,6.012527537143299
118.7016008764,31.9519480198,5.725184929989627
118.7016008764,31.952400062,5.420164453882786
118.7016008764,31.9528521042,5.120905298284991
118.7016008764,31.9533041464,4.846272889497505
118.7016008764,31.9537561886,4.606401769541222
118.7016008764,31.9542082308,4.402119669845592
118.7016008764,31.954660273,4.227063919589245
118.7016008764,31.9551123152,4.070754933964307
118.7016008764,31.9555643573,3.920986301567792
118.7016008764,31.9560163995,0.0
118.7016008764,31.9564684417,0.0
118.7016008764,31.9569204839,0.0
118.7016008764,31.9573725261,0.0
118.7016008764,31.9578245683,0.0
118.7016008764,31.9582766105,0.0
118.7016008764,31.9587286527,0.0
118.7016008764,31.9591806949,0.0
118.7016008764,31.959632737,0.0
118.7016008764,31.9600847792,0.0
118.7016008764,31.9605368214,0.0
118.7016008764,31.9609888636,0.0
118.7016008764,31.9614409058,0.0
118.7016008764,31.961892948,0.0
118.7016008764,31.9623449902,0.0
118.7016008764,31.9627970324,0.0
118.7016008764,31.9632490746,0.0
118.7016008764,31.9637011167,0.0
118.7016008764,31.9641531589,0.0
118.7016008764,31.9646052011,0.0
118.7016008764,31.9650572433,0.0
118.7016008764,31.9655092855,0.0
118.7016008764,31.9659613277,0.0
118.7016008764,31.9664133699,0.0
118.7016008764,31.9668654121,0.0
118.7016008764,31.9673174543,0.0
118.7016008764,31.9677694964,0.0
118.7016008764,31.9682215386,0.0
118.7016008764,31.9686735808,0.0
118.7016008764,31.969125623,0.0
118.7016008764,31.9695776652,0.0
118.7016008764,31.9700297074,0.0
118.7016008764,31.9704817496,0.0
118.7016008764,31.9709337918,0.0
118.7016008764,31.971385834,0.0
118.7016008764,31.9718378761,0.0
118.7016008764,31.9722899183,0.0
118.7016008764,31.9727419605,0.0
118.7016008764,31.9731940027,0.0
118.7016008764,31.9736460449,0.0
118.7016008764,31.9740980871,0.0
118.7016008764,31.9745501293,0.0
118.7016008764,31.9750021715,0.0
118.7016008764,31.9754542137,0.0
118.7016008764,31.9759062558,0.0
118.7016008764,31.976358298,0.0
